"","Cues","Targets","Forward.Strength","Mediated.Strength"
"8135","OUTRAGEOUS","UNBELIEVABLE",0.027,0
"8136","OUTSIDE","INSIDE",0.497,7e-04
"8137","OUTSIDE","OUTDOORS",0.026,5e-04
"8138","OUTSIDE","PLAYGROUND",0.026,9e-04
"8139","OUTSTANDING","ACHIEVEMENT",0.038,3e-04
"8140","OUTSTANDING","AWESOME",0.03,0.0208
"8141","OUTSTANDING","EXCELLENT",0.083,0.005
"8142","OUTSTANDING","TERRIFIC",0.038,0.0163
"8143","OUTSTANDING","WONDERFUL",0.045,0.0313
"8144","OVAL","CIRCLE",0.06,0.0929
"8145","OVAL","OFFICE",0.103,0
"8146","OVERCOME","ACCOMPLISH",0.027,0.0027
"8147","OVERCOME","CONQUER",0.068,0.0019
"8148","OVERCOME","DEFEAT",0.034,0.0151
"8149","OVERCOME","OBSTACLE",0.075,0
"8150","OVERCOME","OVERWHELM",0.061,0
"8151","OVERCOME","SUCCEED",0.054,0.004
"8152","OVERFLOW","ABUNDANCE",0.062,2e-04
"8153","OVERFLOW","ABUNDANT",0.034,0
"8154","OVERFLOW","EXCESS",0.028,0
"8155","OVERFLOW","OVERFILL",0.028,0
"8156","OVERPOWER","DOMINATE",0.046,0
"8157","OVERPOWER","STRONG",0.183,0.0095
"8158","OVERPOWER","STRUGGLE",0.026,0
"8159","OVERPOWER","TAKEOVER",0.026,0
"8160","OVERVIEW","OUTLINE",0.053,0
"8161","OVERVIEW","PREVIEW",0.027,9e-04
"8162","OVERVIEW","REVIEW",0.073,0.009
"8163","OVERVIEW","SUMMARY",0.14,0.0072
"8164","OVERVIEW","UNDERVIEW",0.027,0
"8165","OVERWHELM","ANXIETY",0.026,0.0058
"8166","OVERWHELM","EXCITED",0.073,4e-04
"8167","OVERWHELM","IMPRESS",0.026,0
"8168","OVERWHELM","OVERLOAD",0.026,0
"8169","OVERWHELM","OVERTAKE",0.026,0
"8170","OVERWHELM","STRESS",0.073,0.0024
"8171","OVERWHELM","SURPRISE",0.026,0.001
"8172","OVERWHELM","TOO MUCH",0.066,0
"8173","OWE","BORROW",0.047,0.0106
"8174","OWN","BELONG",0.033,5e-04
"8175","OWN","POSSESS",0.089,0
"8176","OWNER","MANAGER",0.028,0.0013
"8177","OWNER","MASTER",0.028,0
"8178","OWNER","POSSESSION",0.048,0
"8179","OWNER","PROPERTY",0.055,0.0017
"8180","OWNER","PROPRIETOR",0.028,0
"8181","OWNER","SELLER",0.048,0.0633
"8182","OX","ANIMAL",0.155,0.0057
"8183","OXYGEN","BREATH",0.028,0.0047
"8184","OXYGEN","BREATHE",0.126,0.0812
"8185","OXYGEN","HYDROGEN",0.035,0.0023
"8186","OXYGEN","NITROGEN",0.028,2e-04
"8187","OZONE","ATMOSPHERE",0.054,0.001
"8188","OZONE","DEPLETION",0.075,0
"8189","PACK","LUGGAGE",0.027,0.0092
"8190","PACK","SUITCASE",0.095,0.0035
"8191","PACKAGE","CHRISTMAS",0.028,0.0127
"8192","PACKAGE","DELIVER",0.035,0.0022
"8193","PACKAGE","PARCEL",0.028,0
"8194","PACKAGE","PRESENT",0.141,0.0682
"8195","PAD","APARTMENT",0.034,8e-04
"8196","PAD","CUSHION",0.047,9e-04
"8197","PAD","NOTEBOOK",0.047,0
"8198","PAD","PENCIL",0.095,0.1319
"8199","PADDING","CARPET",0.039,0
"8200","PADDING","CUSHION",0.157,0.0024
"8201","PADDING","FOOTBALL",0.026,0
"8202","PADDING","PILLOW",0.026,0.0337
"8203","PADDING","PROTECTION",0.026,0
"8204","PADDING","SHOULDER",0.026,0
"8205","PADDY","CUSHION",0.039,6e-04
"8206","PADDY","HAMBURGER",0.066,5e-04
"8207","PAGE","NUMBER",0.062,8e-04
"8208","PAIL","BUCKET",0.5,0
"8209","PAIL","SHOVEL",0.096,0
"8210","PAIN","HEADACHE",0.032,0
"8211","PAIN","SUFFER",0.026,0
"8212","PAINT","PICTURE",0.036,0.0316
"8213","PAINTER","ARTIST",0.204,0.0011
"8214","PAINTER","DAVINCI",0.026,0
"8215","PAINTING","ARTIST",0.061,0.0027
"8216","PAINTING","DRAWING",0.068,0.0133
"8217","PAINTING","PICTURE",0.102,0.0765
"8218","PAIR","COUPLE",0.047,0.0322
"8219","PAIR","GLOVES",0.067,0
"8220","PAJAMAS","NIGHTGOWN",0.16,0.0033
"8221","PAJAMAS","NIGHTIE",0.032,0
"8222","PAJAMAS","UNDERWEAR",0.026,0.0027
"8223","PAL","FRIEND",0.772,0.0896
"8224","PALACE","CASTLE",0.258,0.0043
"8225","PALACE","KINGDOM",0.056,0.0044
"8226","PALACE","MANSION",0.048,0.0116
"8227","PALM","READER",0.048,0
"8228","PALM","SUNDAY",0.04,0
"8229","PAN","HANDLE",0.041,0
"8230","PAN","SKILLET",0.027,0
"8231","PANCAKES","BREAKFAST",0.118,0.0153
"8232","PANCAKES","FLAPJACKS",0.031,0
"8233","PANCAKES","WAFFLES",0.126,0.0083
"8234","PANE","WINDOW",0.833,0.0073
"8235","PANEL","JUDGES",0.074,0
"8236","PANEL","PEOPLE",0.074,0.0106
"8237","PANIC","ATTACK",0.041,0.0013
"8238","PANIC","FRENZY",0.034,0
"8239","PANIC","NERVOUS",0.034,0.0082
"8240","PANIC","SCARED",0.15,0.046
"8241","PANTHER","ANIMAL",0.107,0.0092
"8242","PANTHER","LEOPARD",0.03,3e-04
"8243","PANTS","CLOTHES",0.033,0.0376
"8244","PANTS","SHORTS",0.071,0.006
"8245","PANTYHOSE","NYLONS",0.034,0.0011
"8246","PANTYHOSE","STOCKING",0.082,0
"8247","PANTYHOSE","TIGHTS",0.027,0
"8248","PAPER","PENCIL",0.161,0.1814
"8249","PAPER TOWEL","BOUNTY",0.067,0
"8250","PAPER TOWEL","HOLDER",0.027,0.0063
"8251","PAPER TOWEL","KITCHEN",0.053,0
"8252","PAPER TOWEL","NAPKIN",0.233,0.0017
"8253","PAPER TOWEL","TISSUE",0.033,0.0016
"8254","PAPERCLIP","PENCIL",0.026,0.0585
"8255","PAPERCLIP","STAPLE",0.229,0.0014
"8256","PARADE","CELEBRATION",0.027,8e-04
"8257","PARADE","CIRCUS",0.027,0
"8258","PARADE","CLOWNS",0.041,0
"8259","PARADE","FESTIVAL",0.027,0
"8260","PARADE","HOLIDAY",0.034,5e-04
"8261","PARADE","PEOPLE",0.047,0.0075
"8262","PARADISE","HAWAII",0.053,0.0145
"8263","PARADISE","HEAVEN",0.172,0
"8264","PARADISE","ISLAND",0.272,0.0185
"8265","PARADISE","VACATION",0.04,0.0103
"8266","PARAGRAPH","ENGLISH",0.058,0.0129
"8267","PARAGRAPH","PHRASE",0.032,0.0048
"8268","PARAGRAPH","SENTENCE",0.221,0.012
"8269","PARAGRAPH","WRITING",0.032,0.0048
"8270","PARCEL","PACKAGE",0.384,0
"8271","PARCHED","THIRSTY",0.463,0.0021
"8272","PARDON","EXCUSE",0.348,5e-04
"8273","PARDON","FORGIVE",0.149,0.0055
"8274","PARDON","RELEASE",0.028,0
"8275","PARENT","FATHER",0.119,0.1295
"8276","PARENT","GUARDIAN",0.063,0
"8277","PARENT","MOTHER",0.214,0.0975
"8278","PARENTS","ADULTS",0.041,0.0086
"8279","PARENTS","CHILDREN",0.089,0.0138
"8280","PARENTS","FAMILY",0.082,0.0072
"8281","PARENTS","FRIENDS",0.027,0
"8282","PARENTS","GRANDPARENTS",0.027,0
"8283","PARENTS","GUARDIANS",0.041,0
"8284","PARIS","EIFFEL TOWER",0.068,0
"8285","PARIS","FRANCE",0.459,6e-04
"8286","PARIS","FRENCH",0.034,0.022
"8287","PARIS","LONDON",0.034,0
"8288","PARIS","ROMANCE",0.034,2e-04
"8289","PARIS","VACATION",0.027,0.0045
"8290","PARK","PICNIC",0.041,3e-04
"8291","PARK","PLAYGROUND",0.068,0.0048
"8292","PARKING","GARAGE",0.027,0
"8293","PARKING","PERMIT",0.034,0
"8294","PARKING","STICKER",0.048,9e-04
"8295","PARKING","TICKET",0.11,5e-04
"8296","PARKWAY","BOULEVARD",0.033,0
"8297","PARKWAY","DRIVEWAY",0.111,0
"8298","PARKWAY","FREEWAY",0.033,0.0035
"8299","PARKWAY","HIGHWAY",0.052,0.0314
"8300","PARKWAY","INTERSTATE",0.026,0.006
"8301","PARKWAY","STREET",0.098,0.0471
"8302","PARSLEY","DECORATION",0.054,0
"8303","PARSLEY","FLAKES",0.074,0
"8304","PARSLEY","LETTUCE",0.034,0.0081
"8305","PARSLEY","OREGANO",0.04,0.0013
"8306","PARSLEY","SEASONING",0.06,0.0034
"8307","PART","PORTION",0.027,0.0025
"8308","PARTICIPATE","ACTIVE",0.048,0.0013
"8309","PARTICIPATE","INVOLVE",0.069,0
"8310","PARTNER","COMPANION",0.027,0.0154
"8311","PARTNER","FRIEND",0.352,0.0838
"8312","PARTNER","SPOUSE",0.047,0.0078
"8313","PARTY","ANIMAL",0.158,3e-04
"8314","PASS","FOOTBALL",0.027,0
"8315","PASS OUT","ALCOHOL",0.034,0.0376
"8316","PASS OUT","UNCONSCIOUS",0.027,0.013
"8317","PASSAGE","HALLWAY",0.076,0.0077
"8318","PASSAGE","PARAGRAPH",0.028,0
"8319","PASSAGE","TUNNEL",0.062,0.003
"8320","PASSENGER","DRIVER",0.124,0.0043
"8321","PASSION","EMOTION",0.033,0
"8322","PASSION","ROMANCE",0.033,0
"8323","PASSIVE","ACTIVE",0.118,3e-04
"8324","PASSIVE","AGGRESSIVE",0.216,0
"8325","PAST","FUTURE",0.291,0.0214
"8326","PAST","HISTORY",0.034,0
"8327","PAST","MEMORIES",0.034,0
"8328","PAST","PRESENT",0.426,0.0163
"8329","PASTA","ITALIAN",0.223,0.0173
"8330","PASTA","LASAGNA",0.027,0
"8331","PASTA","LINGUINI",0.027,0
"8332","PASTA","NOODLES",0.088,0.019
"8333","PASTA","PRIMAVERA",0.034,0
"8334","PASTA","SPAGHETTI",0.243,0.0848
"8335","PASTE","STICKY",0.126,0.2337
"8336","PASTE","TOMATO",0.047,0
"8337","PASTRY","BAKERY",0.033,0
"8338","PASTRY","DANISH",0.047,0
"8339","PASTRY","DESSERT",0.067,0.003
"8340","PASTRY","DOUGHNUT",0.147,0.0039
"8341","PASTURE","MEADOW",0.041,0.0031
"8342","PAT","BUTTER",0.047,0
"8343","PAT","STROKE",0.034,0
"8344","PATCH","BANDAID",0.033,0
"8345","PATCH","CABBAGE",0.066,0
"8346","PATH","FOLLOW",0.042,0.0165
"8347","PATH","SIDEWALK",0.03,0
"8348","PATIENCE","IMPATIENCE",0.036,0.0021
"8349","PATIENCE","TOLERATE",0.026,0
"8350","PATIENCE","VIRTUE",0.198,5e-04
"8351","PATIENT","DOCTOR",0.365,0.0133
"8352","PATIENT","HOSPITAL",0.169,0.01
"8353","PATIO","BARBECUE",0.026,0.0034
"8354","PATIO","FURNITURE",0.255,0
"8355","PATIO","OUTSIDE",0.046,0.0034
"8356","PATRIOT","AMERICAN",0.091,0.0342
"8357","PATRIOT","FOOTBALL",0.065,0.003
"8358","PATRIOT","MISSILE",0.084,0
"8359","PATRIOT","NEW ENGLAND",0.026,0
"8360","PATRIOT","SOLDIER",0.084,0.0029
"8361","PATRIOTIC","AMERICAN",0.053,0.0746
"8362","PATRIOTIC","COUNTRY",0.04,0.0389
"8363","PATRIOTIC","NATION",0.033,0
"8364","PATRIOTIC","RED&WHITE&BLUE",0.027,0
"8365","PATRIOTIC","SOLDIER",0.033,0.0027
"8366","PATROL","POLICE",0.367,0.0983
"8367","PATTERN","CHECKERED",0.03,0
"8368","PATTERN","CLOTHES",0.053,0.0319
"8369","PATTERN","DESIGN",0.045,5e-04
"8370","PATTERN","MATERIAL",0.03,0.0031
"8371","PAUSE","HESITATE",0.056,3e-04
"8372","PAVEMENT","ASPHALT",0.029,0.0027
"8373","PAVEMENT","CEMENT",0.101,0.0237
"8374","PAVEMENT","CONCRETE",0.08,0.0205
"8375","PAVEMENT","GROUND",0.043,0.0019
"8376","PAVEMENT","SIDEWALK",0.21,0.0239
"8377","PAVEMENT","STREET",0.116,0.1504
"8378","PAW","ANIMAL",0.048,0.0173
"8379","PAWN","JEWELRY",0.027,0
"8380","PAY","RECEIVE",0.031,0.0029
"8381","PEACE","HARMONY",0.049,0
"8382","PEACEFUL","SERENE",0.045,0.008
"8383","PEACEFUL","TRANQUIL",0.053,0.0063
"8384","PEACH","GEORGIA",0.031,0
"8385","PEAK","CLIMAX",0.048,0
"8386","PEAK","MOUNTAIN",0.248,0.0103
"8387","PEAK","ORGASM",0.028,0
"8388","PEAK","SUMMIT",0.028,0
"8389","PEAK","VALLEY",0.028,0.005
"8390","PEANUT","BUTTER",0.489,0
"8391","PEANUT","ELEPHANT",0.036,0
"8392","PEANUT BUTTER","SANDWICH",0.107,6e-04
"8393","PEANUTS","AIRPLANE",0.027,0
"8394","PEANUTS","BASEBALL",0.04,0
"8395","PEANUTS","BOILED",0.047,0
"8396","PEANUTS","BUTTER",0.067,0.0193
"8397","PEANUTS","CARTOON",0.04,0
"8398","PEANUTS","CASHEWS",0.047,0
"8399","PEANUTS","ELEPHANT",0.127,6e-04
"8400","PEANUTS","POPCORN",0.087,0.0012
"8401","PEANUTS","SHELLS",0.047,0
"8402","PEANUTS","SNOOPY",0.06,0
"8403","PEARL","DIAMOND",0.054,0.0403
"8404","PEARL","EARRING",0.049,0.0087
"8405","PEARL","HARBOR",0.049,0
"8406","PEARL","JEWELRY",0.033,0.0375
"8407","PEARL","NECKLACE",0.272,0.0085
"8408","PEARL","OYSTER",0.13,0.0031
"8409","PEAS","CARROTS",0.101,0
"8410","PEAS","VEGETABLE",0.068,0.0188
"8411","PECAN","PEANUT",0.026,0.035
"8412","PEDAL","FLOWER",0.067,0.0145
"8413","PEDESTRIAN","CROSSING",0.032,0
"8414","PEDESTRIAN","PERSON",0.175,0
"8415","PEDESTRIAN","STREET",0.032,0.0109
"8416","PEEL","BANANA",0.114,0.0024
"8417","PEEL","ORANGE",0.571,0.0127
"8418","PEEL","POTATO",0.065,0
"8419","PEER","FRIEND",0.325,0
"8420","PEER","PRESSURE",0.195,0
"8421","PEER","STUDENT",0.058,0
"8422","PELICAN","SEAGULL",0.071,0.0064
"8423","PELT","ANIMAL",0.027,0.0171
"8424","PEN","PENCIL",0.594,0.019
"8425","PENCIL","ERASER",0.049,0
"8426","PENCIL","SHARPENER",0.028,0
"8427","PENDULUM","HYPNOTIZE",0.046,0
"8428","PENDULUM","PHYSICS",0.026,0
"8429","PENGUIN","ALASKA",0.032,0
"8430","PENGUIN","ANIMAL",0.045,0.0148
"8431","PENGUIN","TUXEDO",0.135,7e-04
"8432","PENGUIN","WADDLE",0.058,0
"8433","PENNY","CENTER",0.034,0
"8434","PENNY","COPPER",0.074,0
"8435","PENNY","DOLLAR",0.067,0.0179
"8436","PENNY","NICKEL",0.262,0.0687
"8437","PENNY","PINCHER",0.027,0
"8438","PENNY","QUARTER",0.067,0.0326
"8439","PEOPLE","DIFFERENT",0.041,8e-04
"8440","PEOPLE","FAMILY",0.027,0
"8441","PEOPLE","FRIEND",0.101,0.0137
"8442","PEOPLE","PERSON",0.115,0.0081
"8443","PEPPER","SNEEZE",0.041,0
"8444","PERCEIVE","UNDERSTAND",0.209,0.0201
"8445","PERCENT","AMOUNT",0.026,0.0052
"8446","PERCENT","FRACTION",0.026,0
"8447","PERCENT","HUNDRED",0.184,0
"8448","PERCENT","NUMBER",0.079,0.0323
"8449","PERCENTAGE","AMOUNT",0.115,0.0053
"8450","PERCENTAGE","AVERAGE",0.027,0.0017
"8451","PERCENTAGE","HUNDRED",0.027,0
"8452","PERCENTAGE","NUMBER",0.142,0.0275
"8453","PERCENTAGE","PORTION",0.041,0.0035
"8454","PERCENTAGE","STATISTIC",0.041,0
"8455","PERCEPTION","PERCEIVE",0.049,8e-04
"8456","PERCEPTION","THOUGHT",0.035,0.0169
"8457","PERCEPTION","UNDERSTAND",0.049,0.0102
"8458","PERFECT","CORRECT",0.03,0.0065
"8459","PERFECT","FLAWLESS",0.053,0
"8460","PERFECT","IMPERFECT",0.045,0
"8461","PERFORM","ENTERTAIN",0.033,0
"8462","PERFORMANCE","SINGER",0.028,0.0012
"8463","PERFUME","COLOGNE",0.221,0.001
"8464","PERFUME","FRAGRANCE",0.071,0.0054
"8465","PERIOD","MENSTRUATION",0.048,0
"8466","PERIOD","SENTENCE",0.087,0.0047
"8467","PERISCOPE","KALEIDOSCOPE",0.026,0
"8468","PERISCOPE","MICROSCOPE",0.059,0.0094
"8469","PERISCOPE","SCIENCE",0.039,0.0072
"8470","PERISCOPE","SUBMARINE",0.197,0
"8471","PERISCOPE","TELESCOPE",0.171,0.0043
"8472","PERISH","CHURCH",0.033,0
"8473","PERISH","DISAPPEAR",0.061,0.0157
"8474","PERMISSION","PARENTS",0.146,3e-04
"8475","PERMIT","FORBID",0.027,0.0066
"8476","PERMIT","LICENSE",0.061,8e-04
"8477","PERMIT","PARKING",0.135,6e-04
"8478","PERMIT","PERMISSION",0.034,0.0166
"8479","PERMIT","STICKER",0.027,0.0068
"8480","PEROXIDE","ALCOHOL",0.073,0
"8481","PEROXIDE","BLEACH",0.067,0.0025
"8482","PEROXIDE","BLONDE",0.073,0.0069
"8483","PEROXIDE","CHEMICAL",0.027,0.0053
"8484","PEROXIDE","CHEMISTRY",0.027,0.0019
"8485","PEROXIDE","HYDROGEN",0.26,0
"8486","PERSON","ANIMAL",0.054,0.0165
"8487","PERSON","FRIEND",0.074,0.0267
"8488","PERSON","INDIVIDUAL",0.047,0
"8489","PERSON","PEOPLE",0.257,0
"8490","PERSONAL","HYGIENE",0.031,0
"8491","PERSONAL","PRIVATE",0.3,0.0084
"8492","PERSONAL","SECRET",0.085,0.0273
"8493","PERSONALITY","BEHAVIOR",0.036,6e-04
"8494","PERSONALITY","CHARACTER",0.029,9e-04
"8495","PERSONALITY","CONFLICT",0.029,0
"8496","PERSONALITY","FRIENDLY",0.051,0.0031
"8497","PERSONALITY","PERSON",0.094,0.0089
"8498","PERSONNEL","COMPANY",0.034,0
"8499","PERSONNEL","CONFIDENTIAL",0.027,0
"8500","PERSONNEL","EMPLOYEES",0.137,0
"8501","PERSONNEL","HUMAN RESOURCES",0.034,0
"8502","PERSONNEL","OFFICE",0.027,0.0024
"8503","PERSONNEL","PEOPLE",0.089,0.0072
"8504","PERSONNEL","PRIVATE",0.055,0
"8505","PERSONNEL","WORKERS",0.062,0
"8506","PERSPIRE","DEODORANT",0.026,0
"8507","PERSUADE","CHANGE",0.034,0.0021
"8508","PERSUADE","COERCE",0.041,0
"8509","PERSUADE","CONVINCE",0.158,0
"8510","PERSUADE","INFLUENCE",0.034,0
"8511","PEST","BROTHER",0.041,0.0097
"8512","PEST","CONTROL",0.088,0
"8513","PEST","INSECT",0.088,0.0806
"8514","PEST","MOSQUITO",0.034,0.0127
"8515","PEST","RODENT",0.054,0.0036
"8516","PET","ANIMAL",0.048,0.0166
"8517","PET","CEMETERY",0.027,0
"8518","PETALS","FLOWER",0.748,0.0291
"8519","PETS","ANIMALS",0.217,0
"8520","PHASE","DEVELOPMENT",0.027,0
"8521","PHASE","TEMPORARY",0.027,0
"8522","PHILOSOPHER","ARISTOTLE",0.039,0
"8523","PHILOSOPHER","PHILOSOPHY",0.026,0
"8524","PHILOSOPHER","SOCRATES",0.118,0
"8525","PHILOSOPHER","TEACHER",0.039,7e-04
"8526","PHILOSOPHER","THINKER",0.138,0
"8527","PHILOSOPHY","BELIEF",0.047,0.0012
"8528","PHILOSOPHY","PSYCHOLOGY",0.06,0.0024
"8529","PHILOSOPHY","TEACHER",0.027,0.0037
"8530","PHILOSOPHY","THEORY",0.047,0
"8531","PHILOSOPHY","THOUGHT",0.107,0.0374
"8532","PHONE","COMMUNICATION",0.041,0
"8533","PHONE","NUMBER",0.048,4e-04
"8534","PHONY","BALONEY",0.033,0
"8535","PHONY","PEOPLE",0.027,0.0198
"8536","PHONY","UNREAL",0.033,0
"8537","PHOTO","CAMERA",0.112,0.0294
"8538","PHOTO","PHOTOGRAPH",0.036,0
"8539","PHOTO","PICTURE",0.577,0.0704
"8540","PHRASE","ENGLISH",0.027,0.0176
"8541","PHRASE","PARAGRAPH",0.027,0.0283
"8542","PHRASE","SAYING",0.061,0
"8543","PHRASE","SENTENCE",0.286,0.0439
"8544","PHYSICAL","ATTRACTION",0.027,0
"8545","PHYSICAL","DOCTOR",0.081,0.0019
"8546","PHYSICAL","EDUCATION",0.088,0
"8547","PHYSICAL","EXAMINATION",0.047,0
"8548","PHYSICAL","EXERCISE",0.041,0.0157
"8549","PHYSICAL","FITNESS",0.101,0.0015
"8550","PHYSICAL","MENTAL",0.061,0.0027
"8551","PHYSICAL","STRENGTH",0.027,0.0017
"8552","PHYSICAL","THERAPY",0.135,0
"8553","PHYSICIAN","DOCTOR",0.804,9e-04
"8554","PHYSICS","CHEMISTRY",0.111,0.0112
"8555","PHYSICS","SCIENCE",0.264,0.0472
"8556","PHYSIOLOGY","ANATOMY",0.127,8e-04
"8557","PHYSIOLOGY","FUNCTION",0.047,0
"8558","PHYSIOLOGY","PHYSICAL",0.027,0
"8559","PHYSIOLOGY","PSYCHOLOGY",0.06,0.0035
"8560","PHYSIOLOGY","SCIENCE",0.027,0.0106
"8561","PIANO","INSTRUMENT",0.042,0.0029
"8562","PICK","CHOOSE",0.304,0.0169
"8563","PICK","FLOWER",0.041,0
"8564","PICK","SELECT",0.034,0.0219
"8565","PICK UP","DELIVER",0.041,8e-04
"8566","PICK UP","PUT DOWN",0.041,0
"8567","PICK UP","TAKE OUT",0.054,0
"8568","PICKET","PROTEST",0.144,0
"8569","PICKET","STRIKE",0.096,0
"8570","PICKLE","CUCUMBER",0.164,0
"8571","PICKLE","HAMBURGER",0.034,0
"8572","PICKLE","SANDWICH",0.062,7e-04
"8573","PICKLES","CUCUMBER",0.104,0
"8574","PICKLES","HAMBURGER",0.028,0
"8575","PICKLES","PREGNANT",0.042,0
"8576","PICNIC","BASKET",0.154,0
"8577","PICTURE","CAMERA",0.051,0.0068
"8578","PICTURE","MEMORY",0.031,0
"8579","PICTURE","PAINTING",0.184,0.0033
"8580","PIE","CHERRY",0.076,2e-04
"8581","PIE","CHOCOLATE",0.038,0.0222
"8582","PIE","ICE CREAM",0.033,0.0238
"8583","PIE","PUMPKIN",0.027,0
"8584","PIECES","BROKEN",0.099,5e-04
"8585","PIECES","PUZZLE",0.336,0
"8586","PIECES","REESES",0.046,0
"8587","PIER","FISHING",0.205,0.005
"8588","PIER","FRIEND",0.027,0
"8589","PIG","ANIMAL",0.028,0.0246
"8590","PIGEON","STATUE",0.04,0
"8591","PIKE","FRATERNITY",0.174,0
"8592","PIKE","HIGHWAY",0.027,0
"8593","PILE","DRIVER",0.028,0
"8594","PILE","LEAVES",0.062,0
"8595","PILL","ASPIRIN",0.099,0.0134
"8596","PILL","BIRTH CONTROL",0.142,0
"8597","PILL","CAPSULE",0.028,0
"8598","PILL","MEDICINE",0.184,0.0252
"8599","PILL","PREGNANT",0.071,0
"8600","PILL","TABLET",0.028,0.0015
"8601","PILLOW","CUSHION",0.03,0
"8602","PILOT","CO-PILOT",0.064,0
"8603","PILOT","DRIVER",0.026,2e-04
"8604","PILOT","STEWARDESS",0.032,0
"8605","PIMPLE","BLEMISH",0.033,0
"8606","PIMPLE","TEENAGER",0.033,0
"8607","PIN","NEEDLE",0.289,0.009
"8608","PIN","SAFETY",0.05,0
"8609","PINCH","HITTER",0.027,0
"8610","PINCH","SQUEEZE",0.075,0
"8611","PINE","FOREST",0.068,0.0231
"8612","PINE","NEEDLE",0.054,0
"8613","PINK","PANTHER",0.06,0
"8614","PINK","PRETTY",0.087,0.0051
"8615","PINK","PURPLE",0.033,0.0083
"8616","PINT","GALLON",0.093,0.0691
"8617","PINT","ICE CREAM",0.026,0.0085
"8618","PINT","LIQUID",0.033,0.0017
"8619","PINT","MEASURE",0.046,0.0018
"8620","PINT","YOGURT",0.026,0.0011
"8621","PIPE","CLEANER",0.027,0
"8622","PIPE","TOBACCO",0.041,0.0012
"8623","PIRATE","BUCCANEER",0.027,0
"8624","PIRATE","TREASURE",0.033,0
"8625","PISTON","BASKETBALL",0.075,0
"8626","PISTON","DETROIT",0.096,0
"8627","PISTON","ENGINE",0.13,0.0039
"8628","PISTON","FLOWER",0.068,0
"8629","PIT","BOTTOMLESS",0.035,0
"8630","PIT","CHERRY",0.042,0
"8631","PITCH","BASEBALL",0.319,0.0169
"8632","PITCHER","BASEBALL",0.243,0.0311
"8633","PITCHER","CATCHER",0.088,0
"8634","PITCHER","CONTAINER",0.027,0
"8635","PITCHER","LEMONADE",0.041,0
"8636","PITCHFORK","FARMER",0.048,9e-04
"8637","PITY","SORROW",0.123,0.016
"8638","PITY","SYMPATHY",0.089,0
"8639","PIZZA","CHEESE",0.135,0.0019
"8640","PIZZA","FATTENING",0.041,0
"8641","PIZZA","ITALIAN",0.041,0
"8642","PIZZA","PEPPERONI",0.095,0
"8643","PLAID","SCOTTISH",0.028,0
"8644","PLAID","STRIPE",0.133,0.001
"8645","PLAIN","BORING",0.062,0.0355
"8646","PLAIN","ORDINARY",0.076,0
"8647","PLAIN","SIMPLE",0.145,0
"8648","PLAN","ACTION",0.051,2e-04
"8649","PLAN","BLUEPRINT",0.041,0
"8650","PLAN","ORGANIZE",0.081,0.0018
"8651","PLAN","SCHEDULE",0.036,1e-04
"8652","PLAN","SCHEME",0.061,0.0014
"8653","PLAN","STRATEGY",0.071,0
"8654","PLANETS","GALAXY",0.026,0
"8655","PLANETS","SATURN",0.026,0.0036
"8656","PLANETS","SOLAR SYSTEM",0.105,0
"8657","PLANETS","UNIVERSE",0.046,0.0097
"8658","PLANNING","DECIDING",0.027,0
"8659","PLANNING","FUTURE",0.027,0.0027
"8660","PLANNING","ORGANIZE",0.095,0.0059
"8661","PLANNING","PREPARE",0.068,0.0021
"8662","PLANNING","SCHEDULE",0.082,0.001
"8663","PLANNING","THINKING",0.048,0
"8664","PLANNING","VACATION",0.034,0.0082
"8665","PLANNING","WEDDING",0.034,0
"8666","PLANT","ANIMAL",0.05,0
"8667","PLANT","FLOWER",0.128,0.0185
"8668","PLANTS","ANIMALS",0.191,0
"8669","PLANTS","FLOWERS",0.066,0.0031
"8670","PLAQUE","DENTIST",0.046,0.0232
"8671","PLAQUE","DISEASE",0.026,0
"8672","PLAQUE","TARTAR",0.033,0
"8673","PLAQUE","TROPHY",0.046,0.0196
"8674","PLASTER","BUILDING",0.034,0.0031
"8675","PLASTER","CEILING",0.034,0.0187
"8676","PLASTER","CEMENT",0.047,0.0035
"8677","PLASTER","CONCRETE",0.034,0.0049
"8678","PLASTIC","BOTTLE",0.034,0.0011
"8679","PLASTIC","CONTAINER",0.027,0.0041
"8680","PLASTIC","RECYCLE",0.041,0
"8681","PLASTIC","RUBBER",0.041,0.001
"8682","PLASTIC","TUPPERWARE",0.034,0.0045
"8683","PLATE","DINNER",0.03,6e-04
"8684","PLATE","SAUCER",0.03,0.0261
"8685","PLATES","DINNER",0.041,0.0119
"8686","PLATES","DISHES",0.32,0
"8687","PLATES","GLASSES",0.068,0.0153
"8688","PLATES","SPOONS",0.034,0
"8689","PLATFORM","SPEECH",0.027,0
"8690","PLAY","GROUND",0.06,0
"8691","PLAY DOUGH","CHILDREN",0.177,0.0259
"8692","PLAYER","ATHLETE",0.029,0.0015
"8693","PLAYER","BASEBALL",0.137,0.0202
"8694","PLAYER","FOOTBALL",0.058,0.0572
"8695","PLAYER","RECORD",0.036,7e-04
"8696","PLAYER","SOCCER",0.029,0.0074
"8697","PLAYER","TENNIS",0.036,0.0052
"8698","PLAYGROUND","CHILDREN",0.172,6e-04
"8699","PLAYGROUND","RECREATION",0.03,0.002
